t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,mean_throughput,stdv_throughput,optimal_point,optimal_error,adaptive_point,adaptive_error,ar_point,ar_error
13558.08768,18979.2256,54955.86816,39835.40224,23341.30176,21485.32224,21558.72256,18769.5104,22491.9552,30649.87648,37088.13312,28814.86848,25092.42368,25113.3952,22544.384,25765.25994666667,7710.433034313058,7,3.07,6,13.01,12.0,17.96
35169.23904,46860.86144,36731.61728,34655.4368,38073.79456,32736.54272,29139.92704,29496.44288,37780.19328,38178.65216,35756.4416,27755.80672,20940.06272,23666.36032,25323.1104,31950.809770666663,5067.6821676635345,7,5.32,4,11.71,5.0,24.7
24977.08032,38063.3088,35232.1536,43211.81696,43861.93408,27325.89056,19409.14176,24672.99328,29286.72768,32149.34016,37601.93536,45560.6272,40988.83584,32453.4272,20457.71776,33522.974720000006,6670.777566194579,4,5.51,3,9.32,9.0,6.0
1101.0048,901.77536,0.0,52114.2272,55249.46944,38765.85472,30482.10432,1887.4368,8787.06688,31006.39232,44774.1952,18245.2224,34676.40832,9017.7536,28877.78304,24067.964928,14795.365037896096,12,6.79,5,123.04,17.0,1.63
13967.03232,608.17408,29360.128,24515.70688,50761.56416,4634.70592,26088.57088,15193.86624,7748.97664,34812.7232,38692.4544,44333.79328,34267.46368,12949.9136,5735.71072,24316.127914666667,12715.593799760572,5,8.21,30,16.34,7.0,3.93
27734.8352,43421.53216,30660.36224,30754.73408,33281.80224,30020.73088,29622.272,35599.1552,23362.27328,24022.87616,35043.40992,34267.46368,29580.32896,25323.1104,29181.87008,31021.77143466667,5330.033781754263,4,6.84,4,1.01,8.0,6.7
29014.09792,43243.27424,39541.80096,25721.56928,26927.43168,20363.34592,18958.25408,18979.2256,20164.11648,15906.89792,27336.37632,22030.58176,21904.75264,21139.29216,22156.41088,20793.61160533333,8996.245344348416,8,2.47,3,99.06,9.0,9.09
34540.09344,47490.00704,35148.26752,30125.58848,21254.63552,28426.89536,25931.28448,28479.32416,23393.73056,25847.3984,27158.1184,20520.63232,21307.06432,31069.30688,24956.1088,26636.626602666667,6156.196115768714,6,7.89,7,2.04,6.0,9.15
30345.78944,43169.87392,43987.7632,26969.37472,2789.21216,6207.56992,5966.39744,2873.09824,10548.67456,28122.80832,31771.8528,26591.88736,27766.29248,18853.39648,23519.55968,21666.02683733333,10988.614110735589,6,7.74,3,101.14,12.0,18.31
38293.99552,38755.36896,38744.8832,41345.35168,45382.36928,38755.36896,16861.10208,18433.96608,23225.9584,37947.96544,38252.05248,29538.38592,34686.89408,29831.9872,39048.97024,32835.108863999994,7547.188726501531,7,8.38,2,17.33,4.0,18.0
30020.73088,49209.67168,3533.70112,20688.40448,35022.4384,39782.97344,20573.06112,5400.1664,18066.96448,22963.8144,25386.02496,44417.67936,24683.47904,27053.2608,6952.05888,25145.551530666668,12103.238746084902,4,2.85,14,2.87,10.0,4.16
10139.72992,2160.06656,12603.88352,50971.27936,48748.29824,4645.19168,22450.01216,38451.28192,37371.24864,36993.76128,21967.6672,6071.25504,2411.7248,8032.09216,2715.81184,26071.094613333335,14675.171161471339,5,9.78,5,91.25,26.0,5.56
25616.71168,6018.82624,16672.3584,51862.56896,35578.18368,26214.4,30398.21824,33869.0048,28112.32256,34256.97792,43033.55904,40338.71872,30198.9888,23267.90144,25228.73856,30073.509205333332,8166.3080404403545,5,8.45,12,38.61,9.0,3.07
32421.96992,41555.06688,34204.54912,41638.95296,31058.82112,32254.19776,34120.66304,29611.78624,28584.18176,26675.77344,27892.1216,19964.88704,26088.57088,24043.84768,29811.01568,28990.67972266667,7079.735677694212,8,9.56,6,9.2,4.0,30.02
21915.2384,26518.48704,0.0,44386.22208,41062.23616,32180.79744,28804.38272,5777.65376,11974.73792,8839.49568,30828.1344,30702.30528,440.40192,38231.08096,45759.85664,24156.045312000006,13152.258338110378,4,3.94,5,76.87,7.0,18.17
33806.09024,47081.0624,31929.1392,23865.58976,33795.60448,32862.37184,15330.18112,136.31488,1342.17728,28395.43808,27818.72128,2747.26912,2799.69792,15739.12576,21086.86336,22663.921663999998,12850.011912361559,8,9.41,6,47.06,5.0,53.41
29255.2704,38419.82464,37727.76448,27619.49184,25113.3952,16221.47072,25847.3984,35494.2976,10255.07328,18601.73824,18559.7952,10517.21728,18245.2224,20352.86016,25994.19904,22203.596799999996,11021.131279141953,7,6.74,3,71.48,13.0,6.2
22030.58176,32893.82912,47909.43744,40747.66336,28898.75456,26382.17216,39688.6016,44763.70944,22418.55488,10957.6192,22659.72736,37025.21856,33564.91776,24484.2496,30482.10432,31002.198016,7594.97217211532,7,9.44,6,10.84,11.0,5.16
35274.09664,46105.88672,40181.43232,38440.79616,36490.4448,33732.68992,25700.59776,18339.59424,15193.86624,21485.32224,29999.75936,37528.53504,34141.63456,26644.31616,31069.30688,29996.264106666673,6749.110276770605,8,4.77,4,31.05,9.0,76.93
16798.18752,6312.42752,11083.44832,20069.74464,43253.76,31572.62336,31625.05216,1782.5792,94.37184,46399.488,27797.74976,47290.7776,38807.79776,26654.80192,16053.69856,25665.994752000002,15088.122813816048,6,3.23,7,23.12,7.0,7.0
23215.47264,44669.3376,37989.90848,35987.12832,34204.54912,26182.94272,11251.22048,12215.9104,14701.03552,28363.9808,31929.1392,34917.5808,23488.1024,25700.59776,32547.79904,27863.46052266667,7276.9330722845425,7,3.43,4,32.75,14.0,3.96
29758.58688,46074.42944,43956.30592,31750.88128,35987.12832,33869.0048,15990.784,13998.4896,20363.34592,39741.0304,42708.50048,29485.95712,29056.04096,35861.2992,33302.77376,31082.938368,8559.377649952436,7,5.42,3,44.82,13.0,1.72
26686.2592,36438.016,36951.81824,34812.7232,30786.19136,21684.55168,10443.81696,7413.43232,20457.71776,27808.23552,24347.93472,32967.22944,31583.10912,34707.8656,26298.28608,26375.18165333333,7093.938301069439,7,7.37,3,39.13,4.0,40.21
28993.1264,38115.7376,29790.04416,23341.30176,18863.88224,23089.64352,29003.61216,21569.20832,7245.66016,12457.08288,13264.4864,12981.37088,23991.41888,29024.58368,19975.3728,21070.785194666667,7444.2814667209805,8,9.78,11,38.96,6.0,5.4
30293.36064,40779.12064,44900.02432,48339.3536,43379.58912,22261.26848,18045.99296,31331.45088,33082.5728,35672.55552,31929.1392,33900.46208,28605.15328,32222.74048,27986.49344,32609.315498666663,7074.272069598396,7,1.22,4,42.96,4.0,44.58
37077.64736,41230.00832,29129.44128,31530.68032,37318.81984,36836.47488,40600.86272,40139.48928,36343.64416,22187.86816,20499.6608,22083.01056,26235.37152,32579.25632,26161.9712,30850.154496,6789.753940275955,6,9.25,4,1.69,5.0,10.17
34225.52064,46472.88832,44176.50688,38986.05568,22837.98528,11670.65088,28426.89536,37067.1616,41303.40864,35137.78176,39353.05728,22208.83968,22596.8128,20971.52,12488.54016,29636.60253866667,9811.402037888267,6,0.74,3,52.93,10.0,23.43
40454.06208,46441.43104,38419.82464,35022.4384,31939.62496,34812.7232,42897.24416,36217.81504,31698.45248,28343.00928,26906.46016,28909.24032,37119.5904,37308.33408,41597.00992,33950.793728000004,5980.547432451428,6,3.23,4,8.16,6.0,0.35
31792.82432,47154.46272,31436.30848,39090.91328,43033.55904,50195.33312,32023.51104,9667.87072,3187.67104,13883.14624,33470.54592,41429.23776,54358.17984,40265.3184,25815.94112,30950.118741333332,12485.440264245915,8,8.98,18,56.79,20.0,13.93
20615.00416,36930.84672,2988.4416,46997.17632,10464.78848,14365.4912,33711.7184,32537.31328,16944.98816,15047.0656,5777.65376,7602.176,21915.2384,37559.99232,31918.65344,22412.962474666663,12201.838695969587,5,8.62,8,47.79,29.0,1.56
35473.32608,47280.29184,32180.79744,36238.78656,37140.56192,41240.49408,28311.552,12478.0544,17595.10528,33260.83072,42928.70144,31792.82432,24830.27968,34057.74848,31908.16768,31025.616213333327,10041.600192597565,8,3.97,5,18.26,5.0,24.6
30534.53312,38535.168,32925.2864,37518.04928,42278.58432,30230.44608,27986.49344,13558.08768,21170.74944,24631.05024,27996.9792,33502.0032,29527.90016,39604.71552,39615.20128,29536.638293333337,7288.099601267864,8,3.46,7,1.45,4.0,19.91
31792.82432,45057.31072,36815.50336,32484.88448,29894.90176,27535.60576,25249.71008,24222.1056,26099.05664,23383.2448,29580.32896,27588.03456,22900.89984,21380.46464,35274.09664,28272.40516266667,5940.502745787244,7,1.84,5,10.32,9.0,0.46
10726.93248,2453.66784,45529.16992,13558.08768,11198.79168,26707.23072,0.0,8524.92288,43369.10336,18276.67968,9279.8976,29108.46976,29265.75616,7465.86112,40212.8896,20710.424576000005,15569.383035071593,9,5.12,13,40.93,22.0,7.89
31981.568,46409.97376,41628.4672,30953.96352,22387.0976,4288.67584,6721.37216,29580.32896,32086.4256,24777.85088,25039.99488,14145.29024,10433.3312,26099.05664,34393.2928,24580.01954133333,9071.605738659508,6,0.95,9,25.44,11.0,2.63
34215.03488,3690.98752,38419.82464,12310.28224,13967.03232,12687.7696,0.0,38451.28192,36091.98592,10527.70304,17144.2176,15497.95328,27283.94752,29716.64384,0.0,22360.53367466666,12705.61713695516,4,0.9,6,40.4,30.0,6.22
34351.34976,50604.27776,41922.06848,36763.07456,31404.8512,33061.60128,41324.38016,29339.15648,16997.41696,22743.61344,34529.60768,41586.52416,35588.66944,24264.04864,27451.71968,32539.060906666662,7596.5892957195865,6,9.98,6,0.94,7.0,18.14
13998.4896,1447.03488,5976.8832,43494.93248,41513.12384,38010.88,17836.27776,16735.27296,28951.18336,21904.75264,9227.4688,35714.49856,45707.42784,19671.28576,25742.5408,23137.878015999995,14833.589030646963,5,0.13,5,83.7,6.0,48.85
37182.50496,44648.36608,31341.93664,38010.88,37392.22016,32883.34336,15005.12256,11880.36608,15539.89632,14428.40576,23184.01536,31698.45248,26466.05824,24935.13728,31069.30688,25895.632896000003,9614.836082413747,8,6.2,5,45.59,5.0,46.33
33292.288,41607.49568,34057.74848,16714.30144,11702.10816,2977.95584,5400.1664,9814.67136,18832.42496,24924.65152,32747.02848,31488.73728,21747.46624,23603.44576,11230.24896,22385.000447999995,8727.684415493351,11,3.6,12,43.48,12.0,18.71
